RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG.,X3PM,X3PA,X3P.,FTM,FTA,FT.,REB,AST,STL,BLK,TO,DD2,TD3,year,team.abbr,overall_pick,team,former,college,years_played,games,win_shares,win_shares_40,minutes_played,points,total_rebounds,assists
8,Breanna StewartNY,F,31,30.6,18.3,6.1,13.2,46.1,0.7,2.8,24.1,5.5,6.5,83.7,6.5,3.5,1.4,1.4,1.9,5,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,Nneka Ogwumike,F,44,30.9,18.3,7.3,14,51.9,1.5,4.1,36.7,2.2,2.7,82.2,7,2.3,1.1,0.4,1.9,6,0,2025,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Sabrina IonescuNY,G,38,31.4,18.2,6.1,15.1,40.1,2.1,7.1,29.9,4,4.3,93.3,4.9,5.7,1.3,0.4,2.6,4,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Rhyne Howard,G,33,34.9,17.5,5.7,15.1,37.5,3.1,9.6,32.2,3.1,3.6,85.6,4.5,4.6,1.5,0.8,1.7,0,0,2025,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Jackie YoungLV,G,44,30.4,16.5,5.9,12.4,47.5,1.8,5.1,35.9,2.9,3.2,89.4,4.5,5.1,1.3,0.4,2.2,3,2,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Satou Sabally,F,39,26.6,16.3,5.3,13.2,40.4,1.7,5.4,32.1,3.9,4.7,82.7,5.9,2.5,1.3,0.3,2,3,0,2025,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Tina Charles,C,43,28.4,16.3,6,13.8,43.8,0.3,1.1,26.1,3.9,4.6,85.7,5.8,1.7,0.8,0.4,1.9,6,0,2025,CON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Skylar Diggins,G,43,31.2,15.5,5.3,12.5,42.3,1.4,4,36.5,3.5,4.4,78.8,2.5,6,1.2,0.8,2.1,4,1,2025,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Alyssa Thomas,F,39,31.3,15.4,6.2,11.6,53.2,0,0.2,0,3,4.3,69.2,8.8,9.2,1.6,0.4,3.5,22,8,2025,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Aliyah Boston,F,44,30.2,15,6.2,11.5,53.8,0.1,0.7,20.7,2.5,3.3,76.2,8.2,3.7,1.2,0.9,1.8,17,0,2025,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Sonia Citron,G,44,32.2,14.9,5.1,10.8,47,1.8,4.1,44.5,3,3.4,87.2,4,2.4,1.3,0.4,2.1,3,0,2025,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Rickea JacksonLA,F,38,30.9,14.7,5.4,12.7,42.4,1.7,4.9,34.8,2.2,2.6,84.7,3.2,1.7,0.6,0.4,2.1,0,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Marina Mabrey,G,35,31.5,14.4,5.1,13.9,36.7,1.9,7,27,2.3,2.6,87,4.2,4,0.7,0.3,2.8,2,0,2025,CON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Kayla McBride,G,39,31.3,14.2,4.6,11,41.6,2.6,6.7,39.5,2.4,2.7,90.5,2.3,3.5,1.3,0.1,1.7,0,0,2025,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Brittney SykesSEA/,G,39,30.6,14.1,4.5,11.7,38.1,0.8,2.6,30.4,4.4,5.6,78.1,3.2,4,1.2,0.4,2.5,0,0,2025,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Jonquel JonesNY,C,31,26.8,13.6,4.8,9.9,49,1.7,4,42.4,2.3,2.9,76.9,8.1,2.7,0.5,1.1,2.1,12,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Courtney Williams,G,44,28.6,13.6,5.6,13.2,42.8,1.3,3.4,38.9,1,1.2,84.9,4.9,6.2,1.3,0.3,2.3,3,0,2025,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Kamilla Cardoso,C,40,27.6,13.6,5.6,10.6,52.8,0,0.1,50,2.4,3.3,72.2,8.5,2.5,0.4,1.2,2.4,13,0,2025,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Kiki Iriafen,F,44,26.9,13.3,5,10.3,48.8,0,0.3,18.2,3.1,4,78.4,8.5,1.6,0.6,0.2,2.2,16,0,2025,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Ariel Atkins,G,34,28.6,13.1,4.8,10.7,44.4,1.3,3.5,36.1,2.4,2.7,86,3.4,3.6,1.6,0.7,2.5,0,0,2025,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Brionna Jones,F,44,26.6,12.8,5.1,9.7,52.7,0.3,1,26.1,2.3,3,77.3,7.3,2.2,1.1,0.8,1.5,12,0,2025,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Azura StevensLA,F,44,28.4,12.8,4.6,9.7,47.8,1.7,4.4,38.1,1.8,2.3,79,8,2.1,1.2,1.1,1.5,9,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Shakira Austin,F,38,23,12.7,5,10.8,46.5,0.1,0.4,13.3,2.6,3.8,66.4,6.4,1.8,1.1,1.1,2.4,4,0,2025,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Veronica BurtonGS,G,44,29.4,11.9,3.4,8.8,38.7,1.4,4,34.5,3.8,4.3,87.8,4.4,6,1.1,0.6,2.1,5,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Gabby Williams,F,44,31.6,11.6,4.5,10.7,42.2,1.1,3.7,30.5,1.5,1.7,85.3,4.3,4.2,2.3,0.5,1.9,2,0,2025,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Natasha Howard,F,44,24.1,11.4,4.5,8.2,55.2,0.1,0.8,18.2,2.1,3,71.2,6.6,1.5,1.2,0.6,1.9,8,0,2025,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Janelle SalaunGS,F,36,27,11.3,4.1,10.1,40.6,1.8,4.8,36.6,1.4,1.7,80.6,5.1,1.2,0.6,0.1,1.5,1,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Chelsea GrayLV,G,44,31.1,11.2,3.8,8.8,43.9,1.4,3.9,36.8,2.1,2.4,88.5,3.9,5.4,1.4,0.6,2.8,4,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Jewell LoydLV,G,44,28.3,11.2,3.8,9.7,38.9,2.3,6,38.2,1.3,1.6,83.1,3.2,1.8,1.2,0.3,1.2,0,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Erica Wheeler,G,44,25.6,10.3,3.8,9.5,40,1.7,4.6,37.3,1,1.1,86,2.7,3.3,1.3,0.2,1.5,0,0,2025,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Natasha CloudNY,G,41,29,10.1,3.7,8.5,43.3,1.3,3.8,33.8,1.5,1.7,87,3.7,5.1,1.2,0.3,1.9,0,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,DeWanna BonnerPHX/,F,33,23.6,9.8,3.2,7.8,40.9,1.2,3.6,33.3,2.3,2.6,87.2,4.2,1.2,0.8,0.3,0.8,1,0,2025,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Brittney Griner,C,39,20.8,9.8,4,7.7,51.8,0.1,0.5,26.3,1.7,2.2,76.5,5.2,0.8,0.1,1.2,1.5,1,0,2025,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,DiJonai CarringtonDAL/,G,31,21.9,9.8,3.5,8.9,38.6,0.7,2.3,31.9,2.1,2.6,80.5,4,1.5,1.1,0.4,1.9,0,0,2025,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Alanna Smith,F,42,26.5,9.6,3.8,7.9,48.5,1.3,3.8,32.9,0.7,1.5,47.7,5.1,2.9,1.3,1.9,1.5,1,0,2025,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Sami Whitcomb,G,43,23.9,9.1,3,7.8,38.5,2,5.5,36.1,1.1,1.3,85.2,2.6,2.5,0.8,0.2,1.6,0,0,2025,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Natisha Hiedeman,G,44,18.9,9.1,3.4,7,49.2,1,2.8,37.1,1.2,1.5,76.1,1.9,2.8,0.7,0.2,1.2,1,0,2025,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Rachel Banham,G,44,24.6,9,2.9,7.7,38.2,2,5.5,35.7,1.2,1.3,88.1,1.7,2.7,0.6,0.3,1.6,1,0,2025,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Bria Hartley,G,38,22.8,8.9,2.8,7.7,36.2,1.4,3.9,36.7,1.9,2.4,77.2,2,3.1,0.8,0,1.8,0,0,2025,CON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Saniya Rivers,G,42,26.1,8.8,3.4,8.3,40.7,1,3,34.1,1,1.4,74.6,2.8,2.7,1.5,0.9,1.5,0,0,2025,CON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Leonie FiebichNY,F,37,28.1,8.7,2.9,6,48.9,1.4,3.2,42.5,1.5,1.7,87.1,3.5,1.7,0.9,0.4,1.2,0,0,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Naz Hillmon,F,44,25.5,8.6,3.2,6.8,46.3,1.2,3.8,32.1,1.1,1.3,83.1,6.2,2.4,0.5,0.4,1.1,3,0,2025,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Elizabeth Williams,C,43,21.1,8.5,3.7,7.6,48,0,0,0,1.2,1.9,61.7,5.2,1.8,0.7,0.9,1.3,4,0,2025,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaLyssa Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,2,Indiana Fever,,Baylor,1,32,0,-0.001,30.7,13.5,7.9,1.4
NA,Shakira Austin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,3,Washington Mystics,,Ole Miss,1,36,3.1,0.16,21.6,8.7,6.5,0.9
NA,Emily Engstler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,4,Indiana Fever,,Louisville,1,35,0.4,0.024,18.2,5.2,5.2,1.5
NA,Nyara Sabally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,5,New York Liberty,,Oregon,0,NA,NA,NA,NA,NA,NA,NA
NA,Lexie Hull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,6,Indiana Fever,,Stanford,1,26,-0.4,-0.043,12.8,3.8,1.5,0.7
NA,Veronica Burton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,7,Dallas Wings,,Northwestern,1,36,0.9,0.065,15.2,2.6,1.5,1.9
NA,Mya Hollingshed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,8,Minnesota Lynx,,Colorado,0,NA,NA,NA,NA,NA,NA,NA
NA,Rae Burrell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,9,Los Angeles Sparks,,Tennessee,1,3,-0.1,-0.111,14.7,1.7,1,0.3
NA,Queen Egbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,10,Indiana Fever,,Baylor,1,33,0,0.003,21.8,7.2,6.3,0.9
NA,Kierstan Bell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,11,Las Vegas Aces,,Florida Gulf Coast,1,21,-0.1,-0.024,5.8,1.3,0.9,0.3
NA,Nia Clouden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,12,Connecticut Sun,,Michigan State,1,28,0.4,0.062,8.9,2.1,0.8,0.8
NA,Khayla Pointer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,13,Minnesota Lynx,,LSU,1,10,-0.1,-0.092,5.8,2.2,0.8,0.2
NA,Christyn Williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,14,Washington Mystics,,UConn,0,NA,NA,NA,NA,NA,NA,NA
NA,Naz Hillmon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,15,Atlanta Dream,,Michigan,1,34,1.5,0.087,19.8,4.4,5.1,1.2
NA,Kianna Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,16,Los Angeles Sparks,,Louisville,1,11,-0.2,-0.054,10.3,2.6,0.8,0.5
NA,Elissa Cunane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,17,Seattle Storm,,NC State,1,3,0,0.012,3.3,0.7,1.7,0
NA,Lorela Cubaj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,18,Seattle Storm,,Georgia Tech,1,11,0,-0.013,8,0.7,2.1,0.4
NA,Olivia Nelson-Ododa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,19,Los Angeles Sparks,,UConn,1,30,0.5,0.044,14.5,4,2.9,0.4
NA,Destanni Henderson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,20,Indiana Fever,,South Carolina,1,36,-0.3,-0.018,16.4,5.3,1.6,2.5
NA,Evina Westbrook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,21,Seattle Storm,,UConn,1,20,0,0.009,10.3,2.8,1,1.2
NA,Kayla Jones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,22,Minnesota Lynx,,NC State,0,NA,NA,NA,NA,NA,NA,NA
NA,Aisha Sheppard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,23,Las Vegas Aces,,Virginia Tech,1,23,-0.2,-0.04,7.6,1.5,0.6,0.3
NA,Jordan Lewis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,24,Connecticut Sun,,Baylor,0,NA,NA,NA,NA,NA,NA,NA
NA,Meshya Williams-Holliday,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,25,Indiana Fever,,Jackson State University,0,NA,NA,NA,NA,NA,NA,NA
NA,Maya Dodson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,26,Phoenix Mercury,,Notre Dame,0,NA,NA,NA,NA,NA,NA,NA
NA,Amy Atwell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,27,Los Angeles Sparks,,Hawaii,1,4,-0.2,-0.274,8,0.8,0.5,0.5
NA,Hannah Sjerven,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,28,Minnesota Lynx,,South Dakota,1,3,0,-0.09,3,0,0,0
NA,Sika Koné,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,29,New York Liberty,Mali,,0,NA,NA,NA,NA,NA,NA,NA
NA,Jasmine Dickey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,30,Dallas Wings,,University of Delaware,1,20,-0.3,-0.143,4.7,1.1,0.6,0.1
NA,Jazz Bond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,31,Dallas Wings,,University of North Florida,0,NA,NA,NA,NA,NA,NA,NA
NA,Macee Williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,32,Phoenix Mercury,,IUPUI,0,NA,NA,NA,NA,NA,NA,NA
NA,Jade Melbourne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,33,Seattle Storm,Australia,,0,NA,NA,NA,NA,NA,NA,NA
NA,Ali Patberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,34,Indiana Fever,,Indiana,0,NA,NA,NA,NA,NA,NA,NA
NA,Faustine Aifuwa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,35,Las Vegas Aces,,LSU,0,NA,NA,NA,NA,NA,NA,NA
NA,Kiara Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,36,Connecticut Sun,,Florida,0,NA,NA,NA,NA,NA,NA,NA
NA,Charli Collier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,1,Dallas Wings,,Texas,2,45,0.5,0.046,9.4,2.9,2.5,0.2
NA,Awak Kuier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,2,Dallas Wings,Finland,,2,49,0.5,0.038,11.4,2.6,2.5,0.8
NA,Aari McDonald,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,3,Atlanta Dream,,Arizona,2,66,2.3,0.068,20.7,8.9,2,2.3
NA,Kysre Gondrezick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,4,Indiana Fever,,West Virginia,1,19,-0.6,-0.129,9.1,1.9,1,0.9
NA,Chelsea Dungee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,5,Dallas Wings,,Arkansas,1,14,-0.3,-0.159,4.6,0.6,0.2,0.1
NA,Jasmine Walker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,7,Los Angeles Sparks,,Alabama,2,34,-1,-0.134,8.9,1.5,1.4,0.2
NA,Shyla Heal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,8,Chicago Sky,Australia,,1,4,-0.3,-0.41,7.8,2,0.8,0.8
NA,Rennia Davis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,9,Minnesota Lynx,,Tennessee,1,8,-0.1,-0.134,5.4,1.3,1,0.1
NA,Stephanie Watts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,10,Los Angeles Sparks,,UNC,1,6,-0.1,-0.061,14,2.5,3.7,0.5
NA,Aaliyah Wilson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,11,Seattle Storm,,Texas A&M,1,14,-0.5,-0.165,8.5,1.1,0.9,0.6
NA,Iliana Rupert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,12,Las Vegas Aces,France,,1,17,0.5,0.096,13.1,3.8,2.3,0.9
NA,Dana Evans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,13,Dallas Wings,,Louisville,2,62,0.7,0.045,9.7,3.8,0.6,1.1
NA,Destiny Slocum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,14,Las Vegas Aces,,Arkansas,2,24,0.1,0.018,7.3,1.5,1,0.7
NA,Raquel Carrera Quintana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,15,Atlanta Dream,Spain,,0,NA,NA,NA,NA,NA,NA,NA
NA,Natasha Mack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,16,Chicago Sky,,Oklahoma State,1,4,0,0.065,4.5,1.5,1,0
NA,DiDi Richards,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,17,New York Liberty,,Baylor,2,45,0.1,0.009,11.1,2.3,1.3,1
NA,Kiana Williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,18,Seattle Storm,,Stanford,2,14,-0.1,-0.092,4.6,0.6,0.4,0.5
NA,Unique Thompson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,19,Indiana Fever,,Auburn,0,NA,NA,NA,NA,NA,NA,NA
NA,DiJonai Carrington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,20,Connecticut Sun,,Baylor,2,60,1.3,0.059,14.2,5.2,2.6,0.8
NA,Micaela Kelly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,21,Connecticut Sun,,Central Michigan University,0,NA,NA,NA,NA,NA,NA,NA
NA,Arella Guirantes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,22,Los Angeles Sparks,,Rutgers University,1,25,-0.4,-0.051,11.6,3.2,1.3,0.6
NA,N'dea Jones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,23,Seattle Storm,,Texas A&M,0,NA,NA,NA,NA,NA,NA,NA
NA,Trinity Baptiste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,24,Indiana Fever,,Arizona,0,NA,NA,NA,NA,NA,NA,NA
NA,Valerie Higgins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,25,New York Liberty,,University of the Pacific,0,NA,NA,NA,NA,NA,NA,NA
NA,Chelsey Perry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,26,Indiana Fever,,University of Tennessee at Martin,1,6,-0.1,-0.115,6.7,2.2,1,0.3
NA,Lindsey Pulliam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,27,Atlanta Dream,,Northwestern,0,NA,NA,NA,NA,NA,NA,NA
NA,Ivana Raca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,28,Los Angeles Sparks,,Wake Forest,0,NA,NA,NA,NA,NA,NA,NA
NA,Marine Fauthoux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,29,New York Liberty,France,,0,NA,NA,NA,NA,NA,NA,NA
NA,Aleah Goodman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,30,Connecticut Sun,,Oregon State,1,1,0,0.206,3,0,0,1
NA,Florencia Chagas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,31,Indiana Fever,Argentina,,0,NA,NA,NA,NA,NA,NA,NA
NA,Ciera Johnson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,32,Phoenix Mercury,,Texas A&M,0,NA,NA,NA,NA,NA,NA,NA
NA,Maya Caldwell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,33,Indiana Fever,,Georgia,1,9,0.7,0.138,23.8,10.9,2.4,2.2
NA,Aina Ayuso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,34,Los Angeles Sparks,Spain,,0,NA,NA,NA,NA,NA,NA,NA
NA,Natalie Kucowski,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,35,Seattle Storm,,Lafayette College,0,NA,NA,NA,NA,NA,NA,NA
NA,Kionna Jeter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,36,Las Vegas Aces,,Towson University,0,NA,NA,NA,NA,NA,NA,NA
